Full name,Faction,Sort_class,Enemy,Sort_part,Part,Show Main,Main view,Alt view,Credit (3D model). Additional modifications such as highlighting and identification of parts are done by myself.,HP,Armor,Durability,To main,Tag,Demo,ExDR,BaDR,Fire Mult,Correction,Constitution,Main cap,ExVM,Light stagger,Medium stagger,Heavy stagger,Massive stagger,,Notes
Terminids / Heavy / Bile titan / Head,Terminids,23,Heavy / Bile titan,2,Head,--,https://i.postimg.cc/JzfNFfnt/front-head.jpg,https://i.postimg.cc/6qP2vZ4T/side-head.jpg,Discord : dark728,1500,4,95%,100%,Lethal,--,50%,0%,0%,0,0,No,All,--,--,--,--,,No notes.
Terminids / Heavy / Bile titan / Arms (each),Terminids,23,Heavy / Bile titan,3,Arms (each),--,https://i.postimg.cc/6QxZcCjv/side-arms.jpg,https://i.postimg.cc/4yWvFn7T/front-arms.jpg,Discord : dark728,1000,4,0%,100%,Non lethal,--,50%,0%,0%,0,0,No,All,--,--,--,--,,No notes.
Terminids / Heavy / Bile titan / Side armor (each),Terminids,23,Heavy / Bile titan,4,Side armor (each),--,https://i.postimg.cc/507jhz3p/side-torso.jpg,https://i.postimg.cc/TPCWYVQ1/back-torso.jpg,Discord : dark728,1500,4,100%,100%,Non lethal,--,50%,0%,0%,0,0,No,All,--,--,--,--,,"If a 500kg bomb is dropped directly into this area, some favourable angles may allow a kill. However, it's also quite easy to lose a few lines of sight towards the legs, which could leave the Titan's [HAND] with a few hundred HP if it wasn't damaged."
Terminids / Heavy / Bile titan / Inner flesh,Terminids,23,Heavy / Bile titan,5,Inner flesh,--,https://i.postimg.cc/GttTtK2Z/side-exposed-torso.jpg,https://i.postimg.cc/GttTtK2Z/side-exposed-torso.jpg,Discord : dark728,-1,0,70%,100%,Non lethal,--,50%,0%,0%,1500,0,No,All,--,--,--,--,,Includes 1500 damage to [MAIN] dealt by breaching torso armor.
Terminids / Heavy / Bile titan / Belly bile sac,Terminids,23,Heavy / Bile titan,6,Belly bile sac,--,https://i.postimg.cc/ydVZ4sz6/side-belly2.jpg,https://i.postimg.cc/ydVZ4sz6/side-belly2.jpg,Discord : dark728,750,0,100%,100%,Non lethal,--,50%,0%,0%,0,0,Yes,All,--,--,--,--,,Destroying both sacs will reveal the Titan's guts and prevent him from spewing its bile.
Terminids / Heavy / Bile titan / Butt bile sac,Terminids,23,Heavy / Bile titan,7,Butt bile sac,--,https://i.postimg.cc/R01HDqyb/side-belly1.jpg,https://i.postimg.cc/R01HDqyb/side-belly1.jpg,Discord : dark728,750,0,100%,100%,Non lethal,--,50%,0%,0%,0,0,Yes,All,--,--,--,--,,Destroying both sacs will reveal the Titan's guts and prevent him from spewing its bile.
Terminids / Heavy / Bile titan / Guts,Terminids,23,Heavy / Bile titan,8,Guts,--,https://i.postimg.cc/J7YBgfYm/side-exposed-belly.jpg,https://i.postimg.cc/zfTCYxb7/front-exposed-belly.jpg,Discord : dark728,4000,2,80%,60%,Lethal,--,0%,0%,0%,1500,0,No,All,--,--,--,--,,Includes 1500 damage to [MAIN] dealt by breaching both sacs.
Terminids / Heavy / Bile titan / Butt,Terminids,23,Heavy / Bile titan,9,Butt,--,https://i.postimg.cc/V6LdZgjd/side-rear.jpg,https://i.postimg.cc/8Pd1NVpx/back-butt.jpg,Discord : dark728,3500,4,100%,100%,Lethal,--,50%,0%,0%,0,0,Yes,All,--,--,--,--,,No notes.
Terminids / Heavy / Bile titan / Front leg joint (each),Terminids,23,Heavy / Bile titan,10,Front leg joint (each),--,https://i.postimg.cc/tCLnRhHM/side-leg-joint.jpg,https://i.postimg.cc/wvVD73ks/front-leg-joint.jpg,Discord : dark728,1000,4,100%,100%,Non lethal,--,50%,0%,0%,0,0,No,All,--,--,--,--,,Front and rear legs shares the same stats. Both are separated for the sole purpose of calculating explosion cleave.
Terminids / Heavy / Bile titan / Front leg upper armor (each),Terminids,23,Heavy / Bile titan,11,Front leg upper armor (each),--,https://i.postimg.cc/mrSPSJ1v/side-leg-upper.jpg,https://i.postimg.cc/mZmQ4zDv/front-leg-upper.jpg,Discord : dark728,1000,4,100%,100%,Non lethal,--,50%,0%,0%,0,0,No,All,--,--,--,--,,Front and rear legs shares the same stats. Both are separated for the sole purpose of calculating explosion cleave.
Terminids / Heavy / Bile titan / Front leg lower armor (each),Terminids,23,Heavy / Bile titan,12,Front leg lower armor (each),--,https://i.postimg.cc/nhBjXCFc/side-leg-lower.jpg,https://i.postimg.cc/prLz8x0c/front-leg-lower.jpg,Discord : dark728,1000,4,100%,100%,Non lethal,--,50%,0%,0%,0,0,No,All,--,--,--,--,,Front and rear legs shares the same stats. Both are separated for the sole purpose of calculating explosion cleave.
Terminids / Heavy / Bile titan / Front leg flesh (each),Terminids,23,Heavy / Bile titan,13,Front leg flesh (each),--,https://i.postimg.cc/L6qZMxGP/side-leg-flesh.jpg,https://i.postimg.cc/3R7g822T/front-leg-flesh.jpg,Discord : dark728,3000,4,100%,100%,Lethal,--,50%,0%,0%,0,0,No,All,--,--,--,--,,Leg armor must be breached first. Front and rear legs shares the same stats. Both are separated for the sole purpose of calculating explosion cleave.
Terminids / Heavy / Bile titan / Rear leg joint (each),Terminids,23,Heavy / Bile titan,10,Rear leg joint (each),--,https://i.postimg.cc/tCLnRhHM/side-leg-joint.jpg,https://i.postimg.cc/wvVD73ks/front-leg-joint.jpg,Discord : dark728,1000,4,100%,100%,Non lethal,--,50%,0%,0%,0,0,No,All,--,--,--,--,,Front and rear legs shares the same stats. Both are separated for the sole purpose of calculating explosion cleave.
Terminids / Heavy / Bile titan / Rear leg upper armor (each),Terminids,23,Heavy / Bile titan,11,Rear leg upper armor (each),--,https://i.postimg.cc/mrSPSJ1v/side-leg-upper.jpg,https://i.postimg.cc/mZmQ4zDv/front-leg-upper.jpg,Discord : dark728,1000,4,100%,100%,Non lethal,--,50%,0%,0%,0,0,No,All,--,--,--,--,,Front and rear legs shares the same stats. Both are separated for the sole purpose of calculating explosion cleave.
Terminids / Heavy / Bile titan / Rear leg lower armor (each),Terminids,23,Heavy / Bile titan,12,Rear leg lower armor (each),--,https://i.postimg.cc/nhBjXCFc/side-leg-lower.jpg,https://i.postimg.cc/prLz8x0c/front-leg-lower.jpg,Discord : dark728,1000,4,100%,100%,Non lethal,--,50%,0%,0%,0,0,No,All,--,--,--,--,,Front and rear legs shares the same stats. Both are separated for the sole purpose of calculating explosion cleave.
Terminids / Heavy / Bile titan / Rear leg flesh (each),Terminids,23,Heavy / Bile titan,13,Rear leg flesh (each),--,https://i.postimg.cc/L6qZMxGP/side-leg-flesh.jpg,https://i.postimg.cc/3R7g822T/front-leg-flesh.jpg,Discord : dark728,3000,4,100%,100%,Lethal,--,50%,0%,0%,0,0,No,All,--,--,--,--,,Leg armor must be breached first. Front and rear legs shares the same stats. Both are separated for the sole purpose of calculating explosion cleave.
Terminids / Heavy / Bile titan / Leg lower armor (AT mines),Terminids,23,Heavy / Bile titan,14,Leg lower armor (AT mines),--,https://i.postimg.cc/nhBjXCFc/side-leg-lower.jpg,https://i.postimg.cc/prLz8x0c/front-leg-lower.jpg,Discord : dark728,1000,4,100%,100%,Non lethal,--,50%,0%,0%,0,0,No,All,--,--,--,--,,Use this entry to simulate how AT-mines behaves against the target.
Terminids / Heavy / Bile titan / Floor (Eagle 500 kg),Terminids,23,Heavy / Bile titan,15,Floor (Eagle 500 kg),--,https://i.postimg.cc/DwQgnR2L/Side-500kg.jpg,https://i.postimg.cc/RVHdbNyP/Front-500-kg.jpg,Discord : dark728,X,X,0%,0%,X,--,0%,0%,0%,0,0,Yes,All,--,--,--,--,,"Use this input to simulate a 500kg bomb hitting the ground beneath the titan (ideally, centered beneath him). Given the explosion's radius, the lethal zone remains relatively generous."
Terminids / Other / Shrieker nest / Structure,Terminids,24,Other / Shrieker nest,1,Structure,--,https://i.postimg.cc/j5ybYr3N/Nest.jpg,https://i.postimg.cc/j5ybYr3N/Nest.jpg,Arrowhead Studios,2500,2,100%,--,Lethal,60,0%,0%,0%,0,0,--,--,--,--,--,--,,No notes.
Terminids / Other / Spore tower / Structure,Terminids,25,Other / Spore tower,2,Structure,--,https://i.postimg.cc/j5ybYr3N/Nest.jpg,https://i.postimg.cc/j5ybYr3N/Nest.jpg,Arrowhead Studios,2500,2,100%,--,Lethal,50,0%,0%,0%,0,0,--,--,--,--,--,--,,No notes.
Super Earth / Stratagems / SH-20 Ballistic Shield,Super Earth,1,Stratagems,1,SH-20 Ballistic Shield,--,https://i.postimg.cc/VLh1KPzz/Ballistic-shield.jpg,https://i.postimg.cc/VLh1KPzz/Ballistic-shield.jpg,https://helldivers.wiki.gg/wiki/Stratagems,600,3,70%,--,Non lethal,--,0%,0%,0%,0,0,--,OuterRadius,--,--,--,--,,No notes.
Super Earth / Stratagems / SH-32 Shield Generator,Super Earth,2,Stratagems,1,SH-32 Shield Generator,--,https://i.postimg.cc/fTyD7RnH/Shield-backpack.jpg,https://i.postimg.cc/fTyD7RnH/Shield-backpack.jpg,https://helldivers.wiki.gg/wiki/Stratagems,150,0,0%,--,Non lethal,--,0%,0%,0%,0,0,--,OuterRadius,--,--,--,--,,No notes.
Super Earth / Stratagems / SH-51 Directional Shield,Super Earth,3,Stratagems,1,SH-51 Directional Shield,--,https://i.postimg.cc/mgF4qprC/Directional-shield.jpg,https://i.postimg.cc/mgF4qprC/Directional-shield.jpg,https://helldivers.wiki.gg/wiki/Stratagems,150,0,0%,--,Non lethal,--,0%,0%,0%,0,0,--,OuterRadius,--,--,--,--,,No notes.
Super Earth / Helldiver / [MAIN],Super Earth,4,Helldiver,1,[MAIN],0,https://i.postimg.cc/GhNpfyb8/Front-Main.jpg,https://i.postimg.cc/C5xK3CZD/Side-Main.jpg,Discord : silverfish,125,0,0%,--,Lethal,--,50%,0%,50%,0,0,--,OuterRadius,"0, [?], N","10, [?], N","25, [?], Y",--,,No notes.
Super Earth / Helldiver / Head,Super Earth,4,Helldiver,2,Head,--,https://i.postimg.cc/Hsjx3211/Front-Head.jpg,https://i.postimg.cc/xCY8RVn6/Side-Head.jpg,Discord : silverfish,85,0,0%,150%,Lethal,--,100%,0%,0%,0,0,--,--,--,--,--,--,,No notes.
Super Earth / Helldiver / Torso,Super Earth,4,Helldiver,3,Torso,--,https://i.postimg.cc/9QRDXBLY/Front-Torso.jpg,https://i.postimg.cc/pVsrDS7B/Side-Torso.jpg,Discord : silverfish,60,0,0%,100%,Non lethal,--,100%,0%,0%,0,0,--,--,--,--,--,--,,"When torso reaches 0 Health, it causes a 1 DPS to [MAIN] till death or healing."
Super Earth / Helldiver / Arm (each),Super Earth,4,Helldiver,4,Arm (each),--,https://i.postimg.cc/2SZ5NS5H/Front-Arms.jpg,https://i.postimg.cc/cJf6wLyK/Side-Arms.jpg,Discord : silverfish,35,0,0%,85%,Non lethal,--,100%,0%,0%,0,0,--,--,--,--,--,--,,"When an arm reaches 0 Health, it causes an increased sway and reduced accuracy. If right arm is broken, it also reduces throwing range."
Super Earth / Helldiver / Leg (each),Super Earth,4,Helldiver,5,Leg (each),--,https://i.postimg.cc/GpnmLn8b/Front-Legs.jpg,https://i.postimg.cc/hjrjZZGc/Side-Legs.jpg,Discord : silverfish,45,0,0%,85%,Non lethal,--,100%,0%,0%,0,0,--,--,--,--,--,--,,"When a leg reaches 0 Health, it causes a reduced movement speed. Sets stamina to 0 and prevents stamina regeneration"
